# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: rwcclinic
# Property: rwcclinic.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260414
# End date: 20260712
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Engagement rate,Bounce rate,Event count,Key events,Total revenue
/fat-grafting-nose-price/,30,24,1.25,61.375,0.5357142857142857,0.4642857142857143,95,3,0
/ulthera-prime/,30,27,1.1111111111111112,21.666666666666668,0.8333333333333334,0.16666666666666666,72,0,0
/vitaran-review/,30,22,1.3636363636363635,35.54545454545455,0.6896551724137931,0.3103448275862069,93,0,0
/chin-filler/,29,23,1.2608695652173914,52.26086956521739,0.8571428571428571,0.14285714285714285,67,0,0
/made-collagen-rwc/,29,28,1.0357142857142858,70,0.9285714285714286,0.07142857142857142,90,1,0
/meso-fat-rwc/,29,25,1.16,55.28,0.7857142857142857,0.21428571428571427,82,0,0
/q-switch-dual-yellow-laser/,29,27,1.0740740740740742,30.444444444444443,0.41935483870967744,0.5806451612903226,99,0,0
/fat-dimple-nose-injection/,28,21,1.3333333333333333,149.61904761904762,0.8076923076923077,0.19230769230769232,98,4,0
/fatbreak-down/,28,26,1.0769230769230769,62.07692307692308,0.75,0.25,73,0,0
/ice-pick-acne-scar/,28,25,1.12,23.12,0.5862068965517241,0.41379310344827586,89,0,0
/paunchy/,28,25,1.12,21.84,0.35714285714285715,0.6428571428571429,93,0,0
/emsculpt-price/,27,27,1,23.51851851851852,0.6551724137931034,0.3448275862068966,90,0,0
/hip-filler-after/,27,13,2.076923076923077,17.76923076923077,0.5789473684210527,0.42105263157894735,72,0,0
/how-many-day-lips-swell/,27,8,3.375,23.375,0.6923076923076923,0.3076923076923077,57,0,0
/repair-laser/,27,17,1.588235294117647,99.17647058823529,0.6521739130434783,0.34782608695652173,85,1,0
/skinvive/,27,22,1.2272727272727273,37.90909090909091,0.5384615384615384,0.46153846153846156,87,0,0
/what-age-fat-grafting/,27,24,1.125,40.083333333333336,0.32142857142857145,0.6785714285714286,92,0,0
/acne-scar-pores/,26,26,1,14.961538461538462,0.46153846153846156,0.5384615384615384,88,0,0
/dont-eat-after-filler/,26,16,1.625,12.0625,0.3181818181818182,0.6818181818181818,70,0,0
/filler-belotero-revive/,26,10,2.6,33.3,0.5882352941176471,0.4117647058823529,65,0,0
/disadvantage-about-thread/,25,21,1.1904761904761905,54.095238095238095,0.6086956521739131,0.391304347826087,86,0,0
/how-to-lose-belly-fat-urgently/,25,23,1.0869565217391304,63.869565217391305,0.5416666666666666,0.4583333333333333,85,1,0
/naturally-youthful/,25,17,1.4705882352941178,5.588235294117647,0.42105263157894735,0.5789473684210527,67,0,0
/prohibition-botox/,25,24,1.0416666666666667,71.375,0.4583333333333333,0.5416666666666666,86,0,0
/thread-lift-vs-meso-fat/,25,24,1.0416666666666667,51.166666666666664,0.32,0.68,82,0,0
/variofill/,25,18,1.3888888888888888,37.44444444444444,0.5714285714285714,0.42857142857142855,74,0,0
/clinic/,24,23,1.0434782608695652,9.26086956521739,0.4230769230769231,0.5769230769230769,77,0,0
/diode-laser/,24,22,1.0909090909090908,7.090909090909091,0.4838709677419355,0.5161290322580645,75,0,0
/repair-review/,24,23,1.0434782608695652,29.304347826086957,0.375,0.625,81,0,0
/sculptra/,24,14,1.7142857142857142,29.5,0.6363636363636364,0.36363636363636365,68,0,0
/cystic-acne/,23,22,1.0454545454545454,36.22727272727273,0.4090909090909091,0.5909090909090909,78,1,0
/faq-botox/,23,17,1.3529411764705883,48.05882352941177,0.47619047619047616,0.5238095238095238,69,0,0
/filler-rwc/,23,17,1.3529411764705883,6.294117647058823,0.2857142857142857,0.7142857142857143,66,1,0
/how-to-eat-after-liposuction/,23,21,1.0952380952380953,38.04761904761905,0.6190476190476191,0.38095238095238093,79,0,0
/real-ulthera/,23,18,1.2777777777777777,41.333333333333336,0.36,0.64,79,0,0
/red-birthmark-laser/,23,20,1.15,21.55,0.5,0.5,71,0,0
/fat-grafting-lips/,22,19,1.1578947368421053,28.57894736842105,0.2727272727272727,0.7272727272727273,69,0,0
/how-long-repair-vaginal/,22,19,1.1578947368421053,19.157894736842106,0.45,0.55,62,0,0
/rwc-promotion/,22,19,1.1578947368421053,26.894736842105264,0.8571428571428571,0.14285714285714285,64,4,0
/sensitive-skin/,22,21,1.0476190476190477,29.952380952380953,0.38095238095238093,0.6190476190476191,72,0,0
/thermage-vs-tesslift/,22,15,1.4666666666666666,8.933333333333334,0.3,0.7,59,0,0
/brands-filler-thailand/,21,17,1.2352941176470589,33.411764705882355,0.3333333333333333,0.6666666666666666,67,0,0
/collapse/,21,18,1.1666666666666667,86.61111111111111,0.5,0.5,63,0,0
/fat-grafting-vs-stem-cell/,21,21,1,47.523809523809526,0.2608695652173913,0.7391304347826086,78,0,0
/harmonyca-treatment-frequency/,21,10,2.1,44.8,0.5625,0.4375,56,0,0
/harmonyca-vs-filler-comparison/,21,6,3.5,68.16666666666667,1,0,49,0,0
/how-much-filler/,21,10,2.1,33.1,0.6153846153846154,0.38461538461538464,52,0,0
/meso-blink/,21,20,1.05,20.4,0.3333333333333333,0.6666666666666666,71,0,0
/temple-filler-restrictions-guidelines/,21,14,1.5,23.928571428571427,0.4117647058823529,0.5882352941176471,60,0,0
/vagina-filler-side-effects/,21,18,1.1666666666666667,26.444444444444443,0.5238095238095238,0.47619047619047616,68,0,0
/dark-spot/,20,19,1.0526315789473684,16.94736842105263,0.2857142857142857,0.7142857142857143,68,0,0
/filler-restylane/,20,17,1.1764705882352942,29.176470588235293,0.42105263157894735,0.5789473684210527,66,0,0
/how-long-nose-fat-grafting/,20,14,1.4285714285714286,102.14285714285714,0.4444444444444444,0.5555555555555556,61,1,0
/liposuction/,20,17,1.1764705882352942,66.05882352941177,0.8947368421052632,0.10526315789473684,44,1,0
/review-chin-filler/,20,19,1.0526315789473684,13.105263157894736,0.45,0.55,68,0,0
/best-clinic-harmonyca/,19,3,6.333333333333333,23.666666666666668,1,0,39,0,0
/breast-thread-lift/,19,17,1.1176470588235294,111.05882352941177,0.5555555555555556,0.4444444444444444,66,2,0
/dna-skin-injections/,19,19,1,26.157894736842106,0.47368421052631576,0.5263157894736842,66,0,0
/filler-juvederm/,19,11,1.7272727272727273,21.09090909090909,0.46153846153846156,0.5384615384615384,54,0,0
/filler-neuramis/,19,10,1.9,42.7,0.7857142857142857,0.21428571428571427,51,0,0
/gouri/,19,15,1.2666666666666666,24,0.7058823529411765,0.29411764705882354,54,0,0
/harmonyca-positions/,19,8,2.375,44.75,0.9166666666666666,0.08333333333333333,47,0,0
/harmonyca-vs-sculptra/,19,14,1.3571428571428572,65.71428571428571,0.7894736842105263,0.21052631578947367,58,0,0
/how-to-choose-vaginal-filler-clinic/,19,7,2.7142857142857144,18,0.9230769230769231,0.07692307692307693,48,0,0
/neck-lift-ulthera/,19,11,1.7272727272727273,71.45454545454545,0.7692307692307693,0.23076923076923078,53,0,0
/acne-scar-meso/,18,17,1.0588235294117647,22,0.5294117647058824,0.47058823529411764,62,0,0
/arm-fat/,18,18,1,39.05555555555556,0.5,0.5,64,0,0
/beauty-clinic/,18,12,1.5,13.083333333333334,0.4166666666666667,0.5833333333333334,50,0,0
/cheek-filler-cc/,18,6,3,40.833333333333336,0.9090909090909091,0.09090909090909091,39,0,0
/fat-injection-under-eyes-vs-under-eye-filler/,18,3,6,36.666666666666664,0.6666666666666666,0.3333333333333333,43,0,0
/harmonyca-price/,18,6,3,16.5,0.7058823529411765,0.29411764705882354,49,0,0
/how-long-does-harmonyca/,18,9,2,13,0.7333333333333333,0.26666666666666666,45,0,0
/how-many-cc-for-chin-filler/,18,10,1.8,32.5,0.46153846153846156,0.5384615384615384,46,0,0
/meso-therapy/,18,15,1.2,12.333333333333334,0.9411764705882353,0.058823529411764705,41,0,0
/skin-tags-laser/,18,16,1.125,27.625,0.9411764705882353,0.058823529411764705,30,0,0
/vitaran-price/,18,8,2.25,25,0.5714285714285714,0.42857142857142855,42,0,0
/care-vaginal-filler-tips/,17,10,1.7,15,0.4666666666666667,0.5333333333333333,39,0,0
/fat-grafting-side-effects/,17,14,1.2142857142857142,39.714285714285715,0.4666666666666667,0.5333333333333333,53,0,0
/filler-removal/,17,11,1.5454545454545454,38,0.5714285714285714,0.42857142857142855,45,0,0
/get-to-know-dr-kanom/,17,14,1.2142857142857142,27.857142857142858,0.75,0.25,47,0,0
/morpheus-8/,17,16,1.0625,14.875,0.8235294117647058,0.17647058823529413,47,0,0
/six-pack-surgery/,17,16,1.0625,30.75,0.3888888888888889,0.6111111111111112,60,0,0
/after-filler-dissolution-care/,16,13,1.2307692307692308,25.692307692307693,0.2,0.8,46,0,0
/best-filler-clinic-preaw/,16,10,1.6,93.1,0.5,0.5,44,0,0
/chin-filler-price/,16,2,8,94.5,1,0,30,0,0
/filler-lips-how-long/,16,3,5.333333333333333,245.33333333333334,0.75,0.25,34,0,0
/plinest-review/,16,7,2.2857142857142856,30.714285714285715,0.6428571428571429,0.35714285714285715,43,0,0
/rwc-tips-face-shape/,16,2,8,155,1,0,39,0,0
/upper-lip-filler/,16,3,5.333333333333333,73,0.875,0.125,33,0,0
/what-is-smas/,16,15,1.0666666666666667,24.266666666666666,0.29411764705882354,0.7058823529411765,54,0,0
/causes-of-acne-scar/,15,14,1.0714285714285714,9.642857142857142,0.26666666666666666,0.7333333333333333,48,0,0
/dissolve-filler/,15,2,7.5,58.5,1,0,30,0,0
/filler-temple-how-many-cc/,15,9,1.6666666666666667,40.55555555555556,0.9166666666666666,0.08333333333333333,38,0,0
